,City,Country,Date,Latitude,Longitude,Cloudiness (%),Humidity (%),Max Temp (F),Wind Speed (mph)
409,kloulklubed,PW,2020-08-18 11:36:36,7.04,134.26,99,79,82.56199999999995,6.87
410,paamiut,GL,2020-08-18 11:36:36,61.99,-49.67,0,68,49.280000000000044,2.46
411,attawapiskat,,,,,,,,
412,inhambane,MZ,2020-08-18 11:36:36,-23.86,35.38,0,83,75.27200000000005,7.7
413,yumen,CN,2020-08-18 11:36:36,40.28,97.2,0,21,70.06999999999996,5.86
414,bashmakovo,RU,2020-08-18 11:36:36,53.21,43.03,12,63,58.45999999999998,1.17
415,faya,SA,2020-08-18 11:36:37,18.39,42.45,40,60,77.26999999999995,4.1
416,elesbao veloso,BR,2020-08-18 11:36:37,-6.2,-42.14,81,16,100.076,2.97
417,lorengau,PG,2020-08-18 11:36:37,-2.02,147.27,46,78,82.02200000000005,3.36
418,kongoussi,BF,2020-08-18 11:36:37,13.33,-1.53,34,46,93.90199999999999,2.91
419,galle,LK,2020-08-18 11:34:21,6.04,80.22,56,86,79.98800000000006,3.24
420,tyup,KG,2020-08-18 11:36:38,42.73,78.36,100,71,57.07400000000001,2.76
421,winnemucca,US,2020-08-18 11:36:38,40.97,-117.74,1,44,77.26999999999995,3.1
422,pucallpa,PE,2020-08-18 11:33:55,-8.38,-74.55,20,59,89.86999999999996,3.6
423,marsa matruh,EG,2020-08-18 11:36:38,31.35,27.25,0,69,82.66999999999996,6.2
424,erzin,TR,2020-08-18 11:36:38,36.96,36.2,6,80,84.27200000000005,1.79
425,qasigiannguit,GL,2020-08-18 11:36:39,68.82,-51.19,20,46,53.86999999999996,2.1
426,sept-iles,CA,2020-08-18 11:34:07,50.2,-66.38,90,82,64.66999999999996,6.7
427,nhulunbuy,AU,2020-08-18 11:36:39,-12.23,136.77,54,82,62.86999999999996,1.71
428,bud,US,2020-08-18 11:36:39,39.45,-86.18,90,93,67.26199999999996,4.36
429,tanout,NE,2020-08-18 11:36:39,14.97,8.89,78,31,94.424,1
430,coihaique,CL,2020-08-18 11:35:26,-45.58,-72.07,20,41,41.26999999999996,2.1
431,marcona,,,,,,,,
432,eldikan,,,,,,,,
433,hofn,IS,2020-08-18 11:36:40,64.25,-15.21,20,88,51.96199999999996,4.98
434,traverse city,US,2020-08-18 11:36:38,44.76,-85.62,75,53,71.86999999999996,5.1
435,raudeberg,NO,2020-08-18 11:36:40,61.99,5.14,0,73,72.26600000000002,0.45
436,amlame,TG,2020-08-18 11:36:41,7.47,0.9,60,79,79.03399999999999,1.62
437,avera,US,2020-08-18 11:36:41,33.19,-82.53,75,83,84.27200000000005,1.5
438,port moresby,PG,2020-08-18 11:36:41,-9.44,147.18,40,94,70.06999999999996,1.5
439,kyabe,TD,2020-08-18 11:36:41,9.45,18.94,100,88,76.67599999999999,1.64
440,port lincoln,AU,2020-08-18 11:36:41,-34.73,135.87,87,70,54.842,13.97
441,diamantino,BR,2020-08-18 11:36:42,-14.41,-56.45,13,12,103.64000000000003,3.78
442,guiyang,CN,2020-08-18 11:36:42,26.58,106.72,20,77,70.06999999999996,3
443,healesville,AU,2020-08-18 11:36:42,-37.65,145.52,93,97,50.26999999999996,0.89
444,perth,AU,2020-08-18 11:32:56,-31.93,115.83,55,93,48.272000000000034,2.5
445,birao,CF,2020-08-18 11:35:07,10.28,22.79,25,89,75.91999999999996,2.37
446,gornopravdinsk,RU,2020-08-18 11:36:42,60.05,69.9,94,93,55.36400000000003,1.99
447,victor harbor,AU,2020-08-18 11:36:43,-35.57,138.62,92,92,50.26999999999996,8.97
448,pangai,TO,2020-08-18 11:35:38,-19.8,-174.35,97,85,77.54000000000002,10.58
449,rabo de peixe,PT,2020-08-18 11:36:43,37.8,-25.58,75,94,75.46999999999997,8.2
450,tungor,RU,2020-08-18 11:36:43,53.38,142.96,100,97,54.57200000000004,5.88
451,severnyy,RU,2020-08-18 11:36:43,50.68,36.55,20,47,77.26999999999995,2
452,emerald,AU,2020-08-18 11:36:43,-23.53,148.17,0,58,55.66999999999996,2.6
453,rudnichnyy,RU,2020-08-18 11:36:43,59.62,52.47,67,88,46.975999999999985,3.97
454,toliary,,,,,,,,
455,fallon,US,2020-08-18 11:36:44,39.47,-118.78,40,41,84.27200000000005,1.5
456,kutum,SD,2020-08-18 11:36:44,14.2,24.67,81,57,77.9,5.72
457,arroyo,ES,2020-08-18 11:36:44,41.61,-4.8,40,47,79.26799999999999,4.6
458,iberia,US,2020-08-18 11:35:50,29.95,-91.75,0,55,89.86999999999996,3.6
459,fort saint james,CA,2020-08-18 11:36:45,54.43,-124.25,100,84,59.66600000000001,2.6
460,gander,CA,2020-08-18 11:36:45,48.97,-54.59,75,72,64.66999999999996,8.2
461,nanakuli,US,2020-08-18 11:36:45,21.39,-158.15,1,78,75.27200000000005,2.1
462,buala,SB,2020-08-18 11:36:46,-8.14,159.59,98,78,80.15,1.08
463,brownwood,US,2020-08-18 11:33:07,31.71,-98.99,1,38,89.86999999999996,3.1
464,manga,BF,2020-08-18 11:36:46,11.66,-1.07,80,59,89.65399999999995,2.2
465,christchurch,NZ,2020-08-18 11:35:15,-43.53,172.63,100,76,51.27799999999996,7.2
466,rancho palos verdes,US,2020-08-18 11:36:46,33.74,-118.39,40,94,79.26799999999999,2.6
467,kropotkin,RU,2020-08-18 11:36:46,45.44,40.58,0,33,75.07400000000001,2.07
468,tessalit,ML,2020-08-18 11:36:46,20.2,1.01,0,7,106.358,5.46
469,vila,PT,2020-08-18 11:36:46,42.03,-8.16,100,73,74.26400000000004,5.36
470,divnogorsk,RU,2020-08-18 11:36:47,55.96,92.36,62,87,61.069999999999965,1
471,ambanja,MG,2020-08-18 11:36:47,-13.68,48.45,75,80,79.06999999999996,2.1
472,aswan,EG,2020-08-18 11:36:47,24.09,32.91,4,14,100.47200000000004,5.24
473,penhold,CA,2020-08-18 11:36:47,52.13,-113.87,5,64,80.27599999999998,2.6
474,kulhudhuffushi,MV,2020-08-18 11:36:47,6.62,73.07,12,72,82.88599999999997,3.09
475,berdigestyakh,RU,2020-08-18 11:36:47,62.1,126.7,68,63,46.742,1.97
476,minsk,BY,2020-08-18 11:36:48,53.9,27.57,84,64,71.86999999999996,4
477,manadhoo,MV,2020-08-18 11:36:48,5.77,73.38,0,69,83.11999999999996,2.15
478,natal,BR,2020-08-18 11:31:55,-5.79,-35.21,40,62,84.46999999999997,3.6
479,sabha,LY,2020-08-18 11:36:48,27.04,14.43,0,12,100.34600000000005,3.57
480,rio grande,BR,2020-08-18 11:32:32,-32.03,-52.1,40,72,66.46999999999997,2.6
481,birjand,IR,2020-08-18 11:36:48,32.87,59.22,0,27,79.06999999999996,6.2
482,aktau,KZ,2020-08-18 11:36:49,43.65,51.2,0,69,73.66999999999996,3
483,manaure,CO,2020-08-18 11:36:49,11.78,-72.44,97,66,86.792,4.8
484,kenai,US,2020-08-18 11:36:49,60.55,-151.26,20,87,56.26400000000004,2.6
485,mian channun,PK,2020-08-18 11:36:49,30.44,72.35,28,33,100.79600000000005,3.64
486,san andres,CO,2020-08-18 11:36:49,12.58,-81.7,40,79,86.26999999999995,4.1
487,tsabong,BW,2020-08-18 11:36:50,-26.02,22.4,0,44,46.18399999999999,4.44
488,provideniya,RU,2020-08-18 11:35:15,64.38,-173.3,98,78,49.67599999999999,3.65
489,mitsamiouli,KM,2020-08-18 11:36:50,-11.38,43.28,20,78,79.06999999999996,5.1
490,campos,BR,2020-08-18 11:36:46,-21.75,-41.3,40,62,84.46999999999997,6.2
491,muros,ES,2020-08-18 11:36:50,42.78,-9.06,100,83,72.26600000000002,6.26
492,sao joao da barra,BR,2020-08-18 11:36:50,-21.64,-41.05,40,62,84.46999999999997,6.2
493,dondo,MZ,2020-08-18 11:36:51,-19.61,34.74,20,88,75.27200000000005,6.2
494,eskasem,,,,,,,,
495,melito di porto salvo,IT,2020-08-18 11:36:51,37.92,15.77,26,62,84.46999999999997,8.2
496,cascais,PT,2020-08-18 11:34:01,38.7,-9.42,20,65,82.66999999999996,5.1
497,kamenka,RU,2020-08-18 11:36:51,51.32,42.77,25,60,73.27400000000002,0.45
498,abbeville,FR,2020-08-18 11:36:51,50.1,1.83,56,67,74.26400000000004,2.59
499,saint-georges,GD,2020-08-18 11:36:11,12.06,-61.75,75,83,84.46999999999997,10.3
500,khasan,RU,2020-08-18 11:35:06,42.43,130.64,1,88,73.54399999999998,0.27
501,san lawrenz,MT,2020-08-18 11:36:52,36.06,14.2,0,38,91.66999999999996,4.1
502,ancud,CL,2020-08-18 11:34:38,-41.87,-73.82,75,75,51.27799999999996,6.2
503,galesong,ID,2020-08-18 11:36:52,-5.32,119.37,20,78,71.86999999999996,1
504,bafoulabe,ML,2020-08-18 11:36:52,13.81,-10.83,91,78,87.54800000000003,1.92
505,kangasala,FI,2020-08-18 11:36:52,61.46,24.08,10,35,72.26600000000002,2.1
506,celina,US,2020-08-18 11:36:52,40.55,-84.57,40,68,75.27200000000005,2.6
507,arlit,NE,2020-08-18 11:36:53,18.74,7.39,50,27,97.08800000000005,4.2
508,odesskoye,RU,2020-08-18 11:36:53,54.21,72.97,77,75,57.07400000000001,3.83
509,kimbe,PG,2020-08-18 11:36:53,-5.55,150.14,1,83,73.00399999999996,2.87
510,alekseyevsk,RU,2020-08-18 11:36:53,57.84,108.35,98,55,50.846000000000046,0.95
511,guatire,VE,2020-08-18 11:36:53,10.48,-66.54,100,68,81.26600000000002,0.69
512,kardamaina,GR,2020-08-18 11:36:53,36.78,27.14,0,51,80.86999999999996,7.7
513,sao jose da coroa grande,BR,2020-08-18 11:36:54,-8.9,-35.15,21,72,79.32200000000003,5.51
514,bayangol,RU,2020-08-18 11:36:54,50.7,103.47,15,90,47.48000000000004,0.25
515,matagami,CA,2020-08-18 11:36:54,49.75,-77.63,75,82,59.26999999999996,3.99
516,port macquarie,AU,2020-08-18 11:32:59,-31.43,152.92,0,96,45.266000000000005,2.22
517,oyo,NG,2020-08-18 11:36:54,7.85,3.93,70,68,82.23800000000006,2.28
518,valleyview,CA,2020-08-18 11:36:54,55.07,-117.29,39,53,72.62599999999999,2.09
519,korla,CN,2020-08-18 11:36:55,41.76,86.15,1,18,84.27200000000005,4.37
520,mantua,IT,2020-08-18 11:36:55,45.17,10.78,15,55,84.27200000000005,0.89
521,tres arroyos,AR,2020-08-18 11:36:55,-38.37,-60.28,91,43,53.564000000000036,6.85
522,maridi,SS,2020-08-18 11:36:55,4.92,29.47,100,94,70.84399999999997,1.62
523,gobabis,NA,2020-08-18 11:36:55,-22.45,18.97,0,42,50.05399999999995,5.47
524,paciran,ID,2020-08-18 11:36:56,-6.88,112.38,23,78,79.03399999999999,2.48
525,denpasar,ID,2020-08-18 11:36:56,-8.65,115.22,40,100,79.06999999999996,4.6
526,maceio,BR,2020-08-18 11:33:35,-9.67,-35.74,40,65,82.66999999999996,6.2
527,llangefni,GB,2020-08-18 11:36:56,53.26,-4.31,20,82,68.26999999999995,7.2
528,trat,TH,2020-08-18 11:36:56,12.5,102.5,95,89,76.81999999999996,0.34
529,fort saint john,,,,,,,,
530,atherton,GB,2020-08-18 11:36:57,53.52,-2.49,93,55,76.26199999999996,1.79
531,camacha,PT,2020-08-18 11:36:57,33.08,-16.33,20,65,77.26999999999995,5.1
532,nemuro,JP,2020-08-18 11:36:57,43.32,145.57,72,92,61.12400000000001,5.36
533,shuangyang,CN,2020-08-18 11:36:57,43.52,125.67,75,88,68.26999999999995,3
534,xichang,CN,2020-08-18 11:33:44,27.9,102.26,100,82,61.28599999999997,1.79
535,sarangani,PH,2020-08-18 11:36:58,5.4,125.46,100,75,83.56999999999996,4.87
536,oriximina,BR,2020-08-18 11:36:58,-1.77,-55.87,37,34,97.51999999999997,2.62
537,alcacer do sal,PT,2020-08-18 11:36:58,38.37,-8.51,4,69,88.06999999999996,5.1
538,iralaya,HN,2020-08-18 11:36:58,15,-83.23,40,74,88.06999999999996,3.55
539,san pedro,PH,2020-08-18 11:36:58,14.35,121.02,98,88,81.26600000000002,0.5
540,zemio,CF,2020-08-18 11:36:58,5.03,25.14,97,90,75.07400000000001,0.76
541,kirkwood,US,2020-08-18 11:36:58,38.58,-90.41,20,65,81.26600000000002,4.1
542,sulmona,IT,2020-08-18 11:36:59,42.05,13.93,82,51,82.66999999999996,3.6
543,nouadhibou,MR,2020-08-18 11:36:59,20.93,-17.03,0,65,79.06999999999996,9.8
544,charters towers,AU,2020-08-18 11:36:59,-20.1,146.27,3,73,59.59399999999997,4.31
545,tukrah,LY,2020-08-18 11:36:59,32.53,20.58,0,64,82.58000000000004,3.09
546,severnyy-kospashskiy,RU,2020-08-18 11:36:59,59.09,57.8,100,100,50.26999999999996,0.45
547,grand gaube,MU,2020-08-18 11:36:59,-20.01,57.66,0,72,73.27400000000002,2.68
548,makushino,RU,2020-08-18 11:37:00,55.21,67.24,44,94,53.63599999999997,4.85
549,sorvag,,,,,,,,
550,mehamn,NO,2020-08-18 11:36:31,71.04,27.85,75,81,52.069999999999965,6.7
551,bien hoa,VN,2020-08-18 11:37:00,10.95,106.82,75,94,79.06999999999996,1
552,nuevo progreso,MX,2020-08-18 11:37:00,23.17,-97.95,98,60,88.26799999999999,0.45
553,tiwi,PH,2020-08-18 11:37:00,13.47,123.62,49,89,76.316,1.73
554,jacareacanga,BR,2020-08-18 11:37:00,-6.22,-57.75,5,15,106.34000000000002,1.55
555,wilmington,US,2020-08-18 11:37:01,34.23,-77.94,1,65,85.26199999999996,3.1
556,lethem,GY,2020-08-18 11:37:01,3.38,-59.8,98,61,89.13200000000002,2.8
557,batagay,RU,2020-08-18 11:37:01,67.63,134.63,96,66,49.78399999999999,0.85
558,morro bay,US,2020-08-18 11:37:01,35.37,-120.85,1,64,82.66999999999996,2.96
559,shamkhal,RU,2020-08-18 11:37:01,43.06,47.34,0,69,75.27200000000005,5
560,cozumel,MX,2020-08-18 11:37:01,20.51,-86.95,40,74,88.06999999999996,3.6
561,shevchenkove,UA,2020-08-18 11:37:02,49.7,37.17,82,34,82.66999999999996,2
562,krasnoselkup,RU,2020-08-18 11:37:02,65.7,82.47,84,64,58.98200000000001,4.59
563,maningrida,AU,2020-08-18 11:37:02,-12.07,134.27,30,83,65.858,2
564,berlevag,NO,2020-08-18 11:37:02,70.86,29.09,75,66,53.86999999999996,8.2
565,izyaslav,UA,2020-08-18 11:37:03,50.12,26.82,80,74,71.50999999999999,2.05
566,tiznit,MA,2020-08-18 11:36:16,29.58,-9.5,0,40,82.34600000000006,3.88
567,chengde,CN,2020-08-18 11:37:03,40.97,117.94,100,88,63.75199999999998,1.21
568,bontang,ID,2020-08-18 11:37:03,0.13,117.5,37,87,78.49399999999997,4.42
569,hunza,,,,,,,,
570,sakakah,SA,2020-08-18 11:37:03,29.97,40.21,12,12,97.06999999999996,8.2
571,kushiro,JP,2020-08-18 11:37:04,42.98,144.37,78,94,62.780000000000044,3.2
572,luanda,AO,2020-08-18 11:27:19,-8.84,13.23,75,83,71.86999999999996,2.6
573,kitob,UZ,2020-08-18 11:37:04,39.08,66.83,0,31,73.43599999999998,2.15
574,izmit,TR,2020-08-18 11:37:04,40.77,29.92,20,61,79.06999999999996,5.1
575,solnechnyy,RU,2020-08-18 11:37:04,50.72,136.63,46,92,50.05399999999995,1.99
576,multan,PK,2020-08-18 11:36:48,30.2,71.48,40,67,97.06999999999996,5.1
577,shchigry,RU,2020-08-18 11:37:04,51.88,36.9,63,36,77.26999999999995,2
578,cayenne,GF,2020-08-18 11:37:05,4.93,-52.33,58,62,88.06999999999996,4.6
579,catumbela,AO,2020-08-18 11:37:05,-12.43,13.55,20,77,70.06999999999996,2.1
580,mount isa,AU,2020-08-18 11:37:05,-20.73,139.5,7,31,64.66999999999996,2.1
581,moron,AR,2020-08-18 11:37:05,-34.65,-58.62,0,39,68.26999999999995,5.7
582,oistins,BB,2020-08-18 11:37:05,13.07,-59.53,75,74,86.26999999999995,6.7
583,brokopondo,SR,2020-08-18 11:37:05,4.75,-55.17,57,57,87.90800000000002,1.29
584,porec,HR,2020-08-18 11:37:06,45.23,13.59,59,65,79.26799999999999,2.6
585,las vegas,US,2020-08-18 11:33:57,36.17,-115.14,1,15,100.27400000000002,1.78
586,kiknur,RU,2020-08-18 11:37:06,57.3,47.2,23,74,50.66600000000001,4.28
587,muisne,EC,2020-08-18 11:37:06,0.6,-80.03,90,78,79.06999999999996,2.6
588,shingu,JP,2020-08-18 11:37:06,33.73,135.98,99,81,77.93599999999998,2.01
589,takoradi,GH,2020-08-18 11:37:07,4.88,-1.76,53,80,77.80999999999997,5.18
590,kokopo,PG,2020-08-18 11:37:07,-4.35,152.26,1,83,76.35199999999998,4.91
591,cabedelo,BR,2020-08-18 11:37:07,-6.98,-34.83,75,74,80.86999999999996,8.2
592,camapua,BR,2020-08-18 11:37:07,-19.53,-54.04,0,20,99.21199999999996,6.09
593,brownfield,US,2020-08-18 11:37:07,33.18,-102.27,24,37,87.27799999999996,0.89
594,dubbo,AU,2020-08-18 11:37:07,-32.25,148.62,40,93,44.86999999999996,2.1
595,colon,PA,2020-08-18 11:36:24,9.36,-79.9,96,70,86.26999999999995,3.13
596,dwarka,IN,2020-08-18 11:37:08,22.24,68.97,100,84,83.19200000000001,7.92
597,moerai,PF,2020-08-18 11:37:08,-22.43,-151.33,99,76,71.20399999999995,11.1
598,shush,IR,2020-08-18 11:37:08,32.19,48.24,0,9,98.99600000000005,6.4
599,kununurra,AU,2020-08-18 11:37:08,-15.77,128.73,0,87,71.86999999999996,1
600,bolungarvik,,,,,,,,
601,tateyama,JP,2020-08-18 11:37:08,34.98,139.87,63,89,83.26400000000004,3.46
602,wexford,IE,2020-08-18 11:33:10,52.33,-6.46,20,82,69.27799999999996,6.2
603,berlin,DE,2020-08-18 11:25:45,52.52,13.41,40,60,76.26199999999996,3.6
604,bubaque,GW,2020-08-18 11:37:09,11.28,-15.83,82,85,81.42799999999997,8.26
605,umzimvubu,,,,,,,,
606,bur gabo,,,,,,,,
607,amarillo,US,2020-08-18 11:33:19,35.22,-101.83,0,33,89.27599999999998,1.34
608,vostok,RU,2020-08-18 11:37:09,46.49,135.88,89,100,63.08599999999997,1.63
609,hamada,JP,2020-08-18 11:37:09,34.88,132.08,4,32,80.27599999999998,0.89
610,hamilton,US,2020-08-18 11:26:07,39.18,-84.53,90,88,66.27200000000005,8.7
